match,blue_score,yellow_score,blue_robot_0_possession_frame,blue_robot_1_possession_frame,blue_robot_2_possession_frame,yellow_robot_0_possession_frame,yellow_robot_1_possession_frame,yellow_robot_2_possession_frame,blue_robot_0_intercept_time,blue_robot_1_intercept_time,blue_robot_2_intercept_time,yellow_robot_0_intercept_time,yellow_robot_1_intercept_time,yellow_robot_2_intercept_time,blue_robot_0_pass_time,blue_robot_1_pass_time,blue_robot_2_pass_time,yellow_robot_0_pass_time,yellow_robot_1_pass_time,yellow_robot_2_pass_time,ball_in_blue_half_frame,ball_in_yellow_half_frame
291,0,1,249,91,25,66,0,563,3,2,1,0,0,5,3,2,1,1,0,0,504,496
292,0,0,157,186,158,2,0,492,6,4,3,1,0,14,1,1,2,0,0,0,173,827
293,4,1,61,128,100,39,16,602,5,4,7,1,2,16,0,1,0,0,0,2,745,255
294,0,0,52,381,245,5,0,276,3,15,6,2,0,11,1,5,9,0,0,0,411,589
295,0,1,100,31,366,0,8,390,4,5,12,0,1,21,2,3,3,0,0,0,427,573
296,0,2,245,42,48,34,105,397,8,12,3,0,6,15,1,0,1,1,1,0,611,389
297,1,0,68,362,153,0,0,399,3,9,3,0,0,16,4,4,1,0,0,0,275,725
298,1,1,330,122,123,0,0,395,6,2,5,0,0,11,6,3,7,0,0,0,594,406
299,0,0,369,181,191,0,17,212,1,5,13,0,2,12,5,4,4,0,3,2,848,152
300,0,1,56,266,140,66,0,301,9,12,8,7,0,11,1,4,4,0,0,0,334,666
301,2,1,73,184,32,0,28,634,7,4,0,0,0,10,2,1,3,0,1,1,658,342
302,1,1,53,230,398,0,0,299,3,6,4,0,0,11,3,4,2,0,0,0,537,463
303,1,3,144,129,55,120,38,478,4,6,2,2,0,9,2,3,2,0,1,0,179,821
304,1,2,114,295,96,0,66,417,3,9,3,0,3,13,2,1,1,0,1,0,252,748
305,3,0,195,139,72,0,0,535,7,10,9,0,0,13,6,2,5,0,0,0,533,467
306,0,0,90,186,172,0,0,515,5,5,6,0,0,15,1,3,1,0,0,0,114,886
307,0,1,57,83,142,0,41,654,2,3,4,0,1,13,1,1,0,0,1,0,325,675
308,0,1,47,379,150,110,0,243,1,4,4,2,0,8,1,3,5,2,0,1,439,561
309,1,1,107,34,292,26,12,487,1,2,10,0,2,14,3,2,1,1,0,0,476,524
310,0,0,362,69,128,48,0,378,7,1,1,1,0,10,3,2,2,2,0,1,229,771
311,1,0,408,90,179,0,50,250,6,4,1,0,3,4,5,6,1,0,0,0,816,184
312,1,1,244,283,82,2,0,336,11,9,4,0,0,17,5,6,4,1,0,0,649,351
313,3,3,183,65,103,2,0,463,6,3,7,0,0,17,1,0,1,1,0,0,483,517
314,1,3,78,296,67,0,0,556,1,3,3,0,0,7,2,5,3,0,0,0,121,879
315,1,1,241,150,211,36,0,334,2,8,3,0,0,7,5,2,1,1,0,0,530,470
316,2,2,191,371,194,0,0,211,0,4,2,0,0,7,2,3,3,0,0,0,351,649
317,1,1,243,94,163,51,0,387,2,8,5,1,0,15,4,0,4,0,0,0,841,159
318,0,1,69,137,220,31,0,461,5,1,13,0,0,23,2,2,3,4,0,2,344,656
319,0,1,348,167,12,64,72,324,2,6,0,1,0,10,5,5,1,1,1,0,447,553
320,1,3,19,202,21,22,140,586,1,7,3,1,3,9,2,2,1,3,2,3,299,701
321,2,0,69,298,414,0,0,137,2,10,3,0,0,10,3,4,1,0,0,0,274,726
322,0,0,77,135,211,7,0,541,7,8,4,2,0,18,0,1,2,0,0,0,447,553
323,0,1,110,82,109,81,0,572,9,5,5,2,0,14,2,1,2,1,0,1,466,534
324,2,1,195,313,34,0,0,395,0,14,3,0,0,14,2,4,3,0,0,0,852,148
325,0,3,116,62,215,28,0,513,3,2,5,1,0,10,3,3,1,0,0,0,307,693
326,0,1,327,87,54,0,19,431,5,4,3,0,2,10,1,0,1,0,0,1,691,309
327,1,2,107,107,271,0,4,451,8,4,5,0,1,19,1,0,0,0,0,0,523,477
328,2,1,171,115,136,15,0,466,3,3,5,2,0,14,3,3,4,1,0,1,659,341
329,0,3,148,316,141,42,8,311,3,6,4,0,0,9,2,4,2,3,1,3,446,554
330,0,3,41,21,68,17,0,369,3,3,1,0,0,7,0,0,0,2,0,2,773,227
331,1,1,53,54,201,1,117,519,4,5,8,0,2,15,1,1,1,1,0,1,409,591
332,1,1,152,231,48,0,60,500,3,4,5,0,1,14,1,2,2,0,2,1,584,416
333,1,0,70,12,194,0,38,498,3,2,11,0,1,14,1,0,2,0,2,2,119,881
334,0,1,75,241,345,0,0,256,0,4,14,0,0,7,3,5,6,0,0,0,449,551
335,1,1,235,103,228,73,77,282,3,3,3,2,0,8,4,2,3,1,1,1,429,571
336,0,0,141,32,83,76,0,626,3,3,4,4,0,8,1,1,1,1,0,3,302,698
337,1,3,34,147,147,77,0,583,0,3,6,1,0,8,1,2,1,1,0,2,269,731
338,0,1,73,339,29,170,0,360,4,12,0,1,0,14,1,2,2,1,0,1,312,688
339,0,1,84,450,83,0,0,329,5,8,5,0,0,19,0,4,2,0,0,0,504,496
340,2,2,231,75,149,31,0,492,10,4,8,1,0,15,2,3,2,1,0,0,206,794
341,0,1,327,139,17,61,0,359,12,10,0,3,0,11,7,3,2,0,0,1,629,371
342,0,1,49,67,183,244,0,428,3,7,7,0,0,19,0,0,0,3,0,3,246,754
343,1,0,70,219,253,49,0,333,2,4,15,1,0,13,3,6,4,0,0,1,448,552
344,1,0,23,362,150,1,0,341,2,7,6,0,0,12,0,7,8,1,0,0,190,810
345,2,1,42,172,152,8,50,515,5,2,4,2,1,14,0,1,0,1,1,1,421,579
346,2,2,54,210,175,18,0,522,2,10,3,1,0,14,0,2,2,2,0,1,611,389
347,0,1,40,163,251,0,130,390,4,2,6,0,0,14,0,2,0,0,1,0,101,899
348,0,0,119,293,215,92,34,237,1,7,4,2,0,9,4,1,5,0,1,0,413,587
349,1,3,113,169,158,31,0,518,1,4,5,0,0,11,1,0,0,1,0,1,303,697
350,0,3,42,29,170,7,0,683,3,1,12,2,0,18,0,1,0,0,0,1,551,449
351,0,2,157,11,94,0,0,680,2,2,8,0,0,13,1,0,0,0,0,0,94,906
352,2,1,93,266,300,31,20,210,4,13,6,3,2,13,1,4,0,0,0,1,617,383
353,0,0,91,92,384,0,138,256,4,2,8,0,5,6,2,1,4,0,0,0,541,459
354,1,0,189,104,398,28,63,170,5,3,8,0,1,6,2,3,4,1,0,0,311,689
355,0,0,215,181,251,1,0,321,5,1,5,1,0,14,2,3,3,0,0,0,195,805
356,0,1,81,198,201,26,0,482,1,3,4,2,0,10,2,5,3,3,0,2,318,682
357,2,3,215,67,87,0,0,626,2,4,2,0,0,9,4,1,1,0,0,0,334,666
358,0,3,120,186,144,18,0,509,5,4,4,1,0,6,1,0,1,0,0,0,426,574
359,1,0,78,215,332,26,0,310,4,6,7,4,0,13,1,5,6,0,0,0,340,660
360,0,1,49,276,136,50,74,382,0,5,10,0,2,8,1,2,3,1,0,2,153,847
361,0,3,128,46,30,19,0,756,5,6,1,0,0,15,1,0,1,1,0,0,123,877
362,0,1,237,81,232,0,0,381,2,0,3,0,0,4,3,2,3,0,0,0,44,956
363,0,0,127,47,123,161,0,519,4,2,8,1,0,12,2,1,1,2,0,2,503,497
364,1,0,257,44,158,9,33,475,4,5,5,0,1,15,2,0,1,1,0,2,384,616
365,2,2,140,42,347,23,0,389,1,3,14,3,0,13,3,0,1,1,0,1,684,316
366,1,0,94,112,203,35,0,431,1,8,6,2,0,15,3,3,2,1,0,2,544,456
367,1,3,234,146,240,0,93,264,2,6,9,0,3,9,3,1,2,0,0,0,740,260
368,1,3,26,41,259,6,194,460,1,2,7,1,3,9,3,1,3,0,2,3,330,670
369,0,0,91,168,207,0,89,370,3,0,13,0,1,20,1,3,2,0,2,2,466,534
370,0,3,333,123,112,60,0,247,9,4,5,2,0,7,3,4,1,1,0,1,325,675
371,1,0,23,362,198,46,0,302,1,7,5,4,0,17,1,3,5,1,0,1,518,482
372,2,3,77,136,303,33,0,415,3,2,9,1,0,13,2,0,4,0,0,1,396,604
373,0,2,126,219,116,119,2,389,4,11,1,6,1,8,3,1,1,2,0,0,249,751
374,0,2,64,364,162,0,0,407,1,7,2,0,0,9,3,5,4,0,0,0,559,441
375,0,0,178,110,135,67,94,222,18,5,8,8,0,17,3,0,7,0,1,1,686,314
376,1,0,107,74,144,60,0,586,2,8,3,1,0,11,5,5,1,1,0,1,370,630
377,0,5,65,29,89,70,58,676,6,4,5,0,3,14,0,1,1,2,0,2,418,582
378,2,2,230,126,134,68,0,438,4,4,3,0,0,10,1,1,2,1,0,0,291,709
379,0,1,74,181,282,38,0,402,1,2,4,1,0,7,1,2,2,1,0,2,34,966
380,1,2,220,35,203,2,0,481,5,1,7,1,0,12,2,0,3,1,0,0,504,496
381,1,2,211,147,164,0,28,392,9,2,4,0,1,18,4,6,5,0,0,1,541,459
382,1,1,130,304,198,0,0,356,4,4,2,0,0,12,2,2,6,0,0,0,749,251
383,0,3,20,287,191,0,3,472,3,3,2,0,0,9,0,3,4,0,2,0,77,923
384,0,0,227,48,493,26,0,124,10,2,5,1,0,11,2,3,3,0,0,1,903,97
385,2,2,78,61,59,56,0,680,4,3,6,1,0,17,0,1,1,0,0,1,580,420
386,1,1,64,193,157,5,0,540,7,3,9,1,0,16,1,1,1,1,0,1,285,715
387,1,1,154,422,137,42,1,149,3,9,2,1,1,6,4,8,4,0,0,0,418,582
388,0,1,130,313,79,16,0,438,2,7,3,0,0,8,3,3,2,0,0,0,220,780
389,0,1,187,290,169,7,12,272,3,12,6,0,4,15,5,4,5,1,0,0,658,342
390,1,1,370,126,390,0,0,105,4,1,2,0,0,5,4,4,6,0,0,0,974,26
391,0,1,148,260,117,0,11,412,5,6,6,0,0,16,2,2,1,0,2,0,348,652
392,1,2,34,98,339,0,8,500,3,4,4,0,1,12,1,0,0,0,0,0,132,868
393,0,2,119,183,45,45,0,605,3,2,2,1,0,6,0,0,0,0,0,1,196,804
394,1,0,124,164,81,0,18,590,4,3,4,0,1,11,1,1,2,0,0,0,450,550
395,0,1,170,330,106,49,0,285,4,10,2,0,0,12,2,6,4,1,0,0,263,737
396,2,2,22,148,71,0,0,723,2,7,1,0,0,12,0,0,0,0,0,0,237,763
397,1,3,99,231,71,46,10,469,3,6,1,2,0,9,1,2,0,1,1,2,245,755
398,1,3,236,75,143,46,0,475,5,2,9,1,0,14,1,1,1,1,0,1,646,354
399,0,0,110,379,159,12,17,291,1,3,3,0,1,5,4,4,2,2,1,2,343,657
400,0,3,97,66,134,119,0,554,3,5,4,2,0,10,1,1,2,2,0,1,281,719
401,1,0,172,166,209,18,0,378,10,4,3,0,0,26,0,0,3,1,0,0,282,718
402,1,1,127,70,64,19,0,652,15,3,3,1,0,30,0,1,0,1,0,2,74,926
403,1,0,124,102,243,90,0,367,7,1,7,5,0,7,0,2,1,3,0,1,360,640
404,0,1,85,328,121,38,0,319,1,8,3,0,0,10,2,2,3,2,0,2,463,537
405,1,2,248,163,41,84,0,464,2,5,1,1,0,7,3,0,0,1,0,1,224,776
406,0,2,59,32,333,92,24,437,5,2,4,1,1,9,1,0,1,1,0,3,451,549
407,3,2,101,64,238,20,62,451,14,3,7,2,1,18,3,3,6,0,3,2,671,329
408,0,2,236,72,116,5,54,462,11,5,5,1,2,20,1,0,0,0,1,0,271,729
409,2,0,216,211,253,0,0,247,10,3,3,0,0,19,2,2,2,0,0,0,903,97
410,0,0,40,427,155,37,0,293,3,12,4,0,0,12,1,3,5,1,0,1,269,731
411,0,1,185,241,66,8,0,416,9,8,2,0,0,22,4,0,0,2,0,1,234,766
412,1,1,63,134,319,0,5,464,2,7,2,0,0,5,2,2,4,0,1,1,520,480
413,0,1,226,150,200,0,0,403,4,5,7,0,0,15,1,3,5,0,0,0,745,255
414,1,4,48,110,170,98,0,530,1,5,9,0,0,17,2,2,1,4,0,3,194,806
415,1,0,158,193,257,0,0,329,6,2,6,0,0,31,2,3,2,0,0,0,26,974
416,0,1,77,384,245,0,36,231,1,6,3,0,1,6,2,8,8,0,0,0,935,65
417,0,2,233,196,5,57,0,449,14,12,0,1,0,18,3,5,1,1,0,0,399,601
418,0,4,66,169,71,65,0,621,3,2,2,1,0,6,1,3,3,1,0,1,471,529
419,1,1,80,298,89,21,0,491,3,8,3,1,0,9,3,3,1,1,0,1,161,839
420,2,0,116,108,230,0,42,433,7,4,7,0,1,14,2,3,2,0,0,0,672,328
421,1,2,161,143,282,0,5,389,1,6,6,0,1,11,4,4,2,0,0,0,600,400
422,0,1,67,241,78,0,0,576,1,18,1,0,0,18,3,2,3,0,0,0,83,917
423,0,0,230,175,387,0,0,204,0,4,4,0,0,8,5,2,7,0,0,0,728,272
424,0,0,244,243,136,0,0,354,1,6,6,0,0,7,5,6,2,0,0,0,277,723
425,0,1,253,14,82,141,0,468,5,4,2,3,0,10,3,0,2,1,0,2,206,794
426,1,0,79,71,218,0,0,502,6,8,8,0,0,17,6,4,2,0,0,0,654,346
427,0,0,93,367,91,0,0,393,1,8,4,0,0,11,2,3,2,0,0,0,291,709
428,2,1,294,148,137,0,0,411,7,3,1,0,0,9,2,0,5,0,0,0,786,214
429,0,2,56,180,111,111,29,478,5,7,5,2,0,12,1,1,3,2,1,2,692,308
430,0,1,256,196,65,40,86,295,11,6,4,1,5,20,2,3,1,0,3,1,696,304
431,1,0,133,285,89,0,29,413,2,4,2,0,0,7,3,3,0,0,0,1,158,842
432,0,1,80,171,236,0,19,487,2,6,2,0,1,7,0,1,2,0,0,0,191,809
433,0,0,78,77,432,0,7,403,1,0,4,0,0,6,1,2,0,0,2,2,207,793
434,0,0,39,316,209,0,0,351,1,11,5,0,0,10,1,4,8,0,0,0,393,607
435,0,2,95,408,130,0,0,326,2,16,1,0,0,19,1,4,3,0,0,0,119,881
436,1,0,159,148,146,23,0,512,7,5,5,1,0,16,1,1,1,0,0,1,440,560
437,3,3,222,74,44,16,47,565,4,3,1,0,2,5,3,0,3,2,0,2,325,675
438,0,2,137,158,44,139,20,465,8,4,0,2,0,17,3,2,1,2,1,4,131,869
439,1,2,72,147,51,188,56,396,13,12,1,2,1,36,2,0,1,3,0,2,181,819
440,2,1,87,164,276,198,0,176,6,1,11,1,0,9,2,5,6,1,0,1,670,330
441,0,1,186,0,27,193,2,545,3,0,2,3,0,11,0,0,0,0,1,2,275,725
442,0,1,91,215,296,0,0,321,4,5,16,0,0,21,3,4,3,0,0,0,797,203
443,0,1,290,130,214,0,0,208,12,1,2,0,0,14,7,5,6,0,0,0,273,727
444,0,1,32,76,142,35,75,450,5,3,7,1,4,9,2,4,0,1,0,2,332,668
445,1,1,143,28,412,114,0,193,6,4,12,2,0,12,3,3,7,0,0,0,639,361
446,1,1,119,126,280,9,0,447,4,6,2,2,0,16,1,1,2,0,0,0,319,681
447,0,0,75,153,115,26,0,520,2,14,4,1,0,19,0,0,0,0,0,1,248,752
448,0,1,45,113,667,11,0,160,1,1,6,1,0,4,2,2,3,0,0,0,107,893
449,0,4,260,298,110,0,0,320,7,3,1,0,0,9,3,4,2,0,0,0,306,694
450,1,3,7,110,199,26,0,625,1,2,3,0,0,9,0,1,0,3,0,1,367,633
451,1,1,105,319,109,89,2,315,3,6,4,1,0,9,2,2,3,0,1,0,548,452
452,2,3,73,273,172,27,0,403,3,10,7,0,0,14,3,2,2,1,0,1,529,471
453,0,0,182,191,420,51,0,141,5,7,2,4,0,12,1,2,3,0,0,0,780,220
454,1,2,73,309,92,0,25,440,3,10,8,0,3,18,1,1,1,0,1,2,219,781
455,0,2,68,265,97,3,0,517,4,6,0,0,0,13,1,1,2,1,0,0,316,684
456,0,2,21,371,214,27,29,326,1,3,3,1,0,6,3,1,2,1,1,1,181,819
457,0,2,133,24,306,8,42,480,2,0,0,1,0,4,1,1,1,1,0,2,234,766
458,3,1,21,176,218,0,16,429,5,4,6,0,1,18,2,3,0,0,0,0,361,639
459,1,1,250,114,256,0,0,349,4,4,10,0,0,13,3,3,4,0,0,0,466,534
460,0,1,250,54,120,0,0,435,6,1,12,0,0,19,3,2,1,0,0,0,351,649
461,0,1,81,171,98,47,0,561,4,5,6,3,0,13,1,0,1,0,0,0,185,815
462,1,0,150,297,64,99,0,303,5,9,2,1,0,13,1,4,4,1,0,0,317,683
463,0,2,241,65,203,0,0,468,4,1,6,0,0,13,0,0,1,0,0,0,345,655
464,1,2,61,17,132,41,94,608,6,1,2,1,0,14,0,0,1,1,2,2,501,499
465,1,0,76,268,142,49,44,381,3,9,7,3,1,11,3,4,1,1,1,2,299,701
466,0,1,87,212,182,14,1,466,1,2,2,2,1,7,1,5,4,0,0,2,344,656
467,0,0,233,135,170,61,0,358,3,3,6,1,0,11,1,1,1,2,0,1,657,343
468,1,2,79,79,363,51,0,309,7,0,13,0,0,18,1,5,4,1,0,1,821,179
469,0,0,7,226,254,0,0,221,3,12,4,0,0,13,1,5,2,0,0,0,104,896
470,1,0,348,252,248,0,0,109,1,4,1,0,0,5,3,5,5,0,0,0,131,869
471,0,0,181,302,205,0,0,274,4,4,6,0,0,8,4,5,3,0,0,0,567,433
472,2,2,46,109,272,19,0,454,1,13,5,0,0,13,0,3,2,3,0,1,507,493
473,2,1,39,52,230,135,0,465,3,2,7,1,0,10,1,2,2,1,0,2,582,418
474,1,3,20,220,152,14,0,513,3,11,19,0,0,19,0,3,3,1,0,0,445,555
475,0,1,228,47,207,8,0,467,7,4,4,3,0,14,1,2,1,1,0,1,348,652
476,0,3,136,95,169,125,0,330,7,2,12,1,0,15,0,1,1,4,0,3,753,247
477,0,1,434,126,104,0,0,318,3,5,2,0,0,6,4,3,2,0,0,0,444,556
478,0,3,71,64,415,67,5,375,1,1,9,0,1,8,2,1,1,2,0,0,365,635
479,0,0,49,365,66,103,3,323,4,8,8,6,1,11,0,1,1,0,1,0,0,1000
480,0,2,0,325,208,0,0,420,0,8,2,0,0,10,0,2,2,0,0,0,0,1000
481,0,1,170,42,279,56,0,427,11,4,3,1,0,15,2,1,2,1,0,1,515,485
482,0,0,249,190,201,52,28,240,3,7,10,2,3,12,3,1,3,1,2,1,654,346
483,0,1,128,23,317,10,0,448,9,2,8,3,0,16,1,2,1,0,0,1,393,607
484,0,4,308,93,175,0,0,399,2,4,2,0,0,9,3,1,2,0,0,0,304,696
485,0,1,32,162,292,3,64,414,4,4,5,1,0,8,2,3,3,1,1,1,469,531
486,3,3,360,42,102,0,57,434,5,2,3,0,1,6,4,0,1,0,0,1,314,686
487,0,0,422,28,163,0,0,315,8,0,7,0,0,16,1,2,4,0,0,0,771,229
488,0,2,108,80,197,61,0,541,5,1,5,3,0,11,3,2,2,1,0,4,74,926
489,0,3,23,300,100,42,0,524,3,6,0,0,0,8,0,2,2,2,0,2,35,965
490,1,1,11,147,88,268,0,452,3,3,2,3,0,7,0,2,1,6,0,5,621,379
491,0,0,12,473,239,0,0,262,2,5,4,0,0,5,2,2,1,0,0,0,190,810
492,2,3,213,256,183,71,0,253,6,5,8,4,0,17,1,3,2,0,0,0,569,431
493,1,1,93,140,192,62,101,277,3,7,6,3,4,10,1,1,0,3,1,2,642,358
494,0,1,181,47,218,0,0,309,5,3,2,0,0,10,2,0,1,0,0,0,156,844
495,0,1,171,107,97,18,11,527,2,2,2,1,1,8,1,1,0,1,0,1,323,677
496,0,4,155,364,74,61,1,284,4,5,2,3,1,6,4,7,2,0,0,1,197,803
497,1,3,0,100,200,36,0,561,0,9,8,2,0,10,0,1,4,0,0,3,196,804
498,0,1,95,44,263,19,45,495,6,4,6,3,0,12,0,2,3,0,2,1,111,889
499,1,4,172,183,55,104,44,334,6,6,3,2,0,11,1,4,5,1,0,1,260,740
